Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
5813,154.06,90.93,895550.78,528576.09,366974.69
420,668.27,502.54,280673.4,211066.8,69606.6
423,47.45,31.79,20071.35,13447.17,6624.18
6608,9.33,6.92,61652.64,45727.36,15925.28
6793,255.28,159.42,1734117.04,1082940.06,651176.98
827,437.2,263.33,361564.4,217773.91,143790.49
5588,152.58,97.44,852617.04,544494.72,308122.32
9990,109.28,35.84,1091707.2,358041.6,733665.6
9973,255.28,159.42,2545907.44,1589895.66,956011.78
3511,9.33,6.92,32757.63,24296.12,8461.51
5610,437.2,263.33,2452692,1477281.3,975410.7
3305,651.21,524.96,2152249.05,1734992.8,417256.25
664,81.73,56.67,54268.72,37628.88,16639.84
3786,255.28,159.42,966490.08,603564.12,362925.96
5800,9.33,6.92,54114,40136,13978
1867,651.21,524.96,1215809.07,980100.32,235708.75
4181,47.45,31.79,198388.45,132913.99,65474.46
6964,109.28,35.84,761025.92,249589.76,511436.16
1471,437.2,263.33,643121.2,387358.43,255762.77
989,255.28,159.42,252471.92,157666.38,94805.54
5834,9.33,6.92,54431.22,40371.28,14059.94
8357,668.27,502.54,5584732.39,4199726.78,1385005.61
7935,9.33,6.92,74033.55,54910.2,19123.35
5982,154.06,90.93,921586.92,543943.26,377643.66
938,152.58,97.44,143120.04,91398.72,51721.32
3277,255.28,159.42,836552.56,522419.34,314133.22
506,81.73,56.67,41355.38,28675.02,12680.36
2158,668.27,502.54,1442126.66,1084481.32,357645.34
4803,152.58,97.44,732841.74,468004.32,264837.42
7039,255.28,159.42,1796915.92,1122157.38,674758.54
4494,421.89,364.69,1895973.66,1638916.86,257056.8
4832,9.33,6.92,45082.56,33437.44,11645.12
2743,651.21,524.96,1786269.03,1439965.28,346303.75
4953,109.28,35.84,541263.84,177515.52,363748.32
5214,437.2,263.33,2279560.8,1373002.62,906558.18
9315,9.33,6.92,86908.95,64459.8,22449.15
71,47.45,31.79,3368.95,2257.09,1111.86
2332,81.73,56.67,190594.36,132154.44,58439.92
7977,152.58,97.44,1217130.66,777278.88,439851.78
919,255.28,159.42,234602.32,146506.98,88095.34
2098,421.89,364.69,885125.22,765119.62,120005.6
4489,668.27,502.54,2999864.03,2255902.06,743961.97
8097,668.27,502.54,5410982.19,4069066.38,1341915.81
4957,421.89,364.69,2091308.73,1807768.33,283540.4
4137,651.21,524.96,2694055.77,2171759.52,522296.25
6737,9.33,6.92,62856.21,46620.04,16236.17
884,47.45,31.79,41945.8,28102.36,13843.44
6742,437.2,263.33,2947602.4,1775370.86,1172231.54
1501,47.45,31.79,71222.45,47716.79,23505.66
4387,421.89,364.69,1850831.43,1599895.03,250936.4
1653,152.58,97.44,252214.74,161068.32,91146.42
1586,437.2,263.33,693399.2,417641.38,275757.82
9503,205.7,117.11,1954767.1,1112896.33,841870.77
2753,109.28,35.84,300847.84,98667.52,202180.32
5715,81.73,56.67,467086.95,323869.05,143217.9
4801,668.27,502.54,3208364.27,2412694.54,795669.73
3454,9.33,6.92,32225.82,23901.68,8324.14
7146,205.7,117.11,1469932.2,836868.06,633064.14
8383,651.21,524.96,5459093.43,4400739.68,1058353.75
1701,47.45,31.79,80712.45,54074.79,26637.66
8667,81.73,56.67,708353.91,491158.89,217195.02
2880,152.58,97.44,439430.4,280627.2,158803.2
4969,81.73,56.67,406116.37,281593.23,124523.14
7597,437.2,263.33,3321408.4,2000518.01,1320890.39
455,9.33,6.92,4245.15,3148.6,1096.55
5266,437.2,263.33,2302295.2,1386695.78,915599.42
787,9.33,6.92,7342.71,5446.04,1896.67
7802,81.73,56.67,637657.46,442139.34,195518.12
4130,668.27,502.54,2759955.1,2075490.2,684464.9
9618,9.33,6.92,89735.94,66556.56,23179.38
1148,81.73,56.67,93826.04,65057.16,28768.88
7629,421.89,364.69,3218598.81,2782220.01,436378.8
5005,152.58,97.44,763662.9,487687.2,275975.7
1248,651.21,524.96,812710.08,655150.08,157560
1365,47.45,31.79,64769.25,43393.35,21375.9
2390,47.45,31.79,113405.5,75978.1,37427.4
8392,205.7,117.11,1726234.4,982787.12,743447.28
5468,109.28,35.84,597543.04,195973.12,401569.92
6750,651.21,524.96,4395667.5,3543480,852187.5
7398,9.33,6.92,69023.34,51194.16,17829.18
9603,668.27,502.54,6417396.81,4825891.62,1591505.19
7591,81.73,56.67,620412.43,430181.97,190230.46
2616,154.06,90.93,403020.96,237872.88,165148.08
7964,668.27,502.54,5322102.28,4002228.56,1319873.72
3952,668.27,502.54,2641003.04,1986038.08,654964.96
2930,205.7,117.11,602701,343132.3,259568.7
4276,109.28,35.84,467281.28,153251.84,314029.44
9402,154.06,90.93,1448472.12,854923.86,593548.26
6751,651.21,524.96,4396318.71,3544004.96,852313.75
6796,421.89,364.69,2867164.44,2478433.24,388731.2
7042,205.7,117.11,1448539.4,824688.62,623850.78
7024,421.89,364.69,2963355.36,2561582.56,401772.8
3312,205.7,117.11,681278.4,387868.32,293410.08
4502,255.28,159.42,1149270.56,717708.84,431561.72
6226,651.21,524.96,4054433.46,3268400.96,786032.5
6143,651.21,524.96,4000383.03,3224829.28,775553.75
8947,47.45,31.79,424535.15,284425.13,140110.02
1362,152.58,97.44,207813.96,132713.28,75100.68
7141,205.7,117.11,1468903.7,836282.51,632621.19
2071,9.33,6.92,19322.43,14331.32,4991.11
8970,437.2,263.33,3921684,2362070.1,1559613.9
2686,9.33,6.92,25060.38,18587.12,6473.26
5099,437.2,263.33,2229282.8,1342719.67,886563.13
121,9.33,6.92,1128.93,837.32,291.61
8693,47.45,31.79,412482.85,276350.47,136132.38
3789,651.21,524.96,2467434.69,1989073.44,478361.25
5414,255.28,159.42,1382085.92,863099.88,518986.04
5604,668.27,502.54,3744985.08,2816234.16,928750.92
3427,81.73,56.67,280088.71,194208.09,85880.62
9982,81.73,56.67,815828.86,565679.94,250148.92
3397,668.27,502.54,2270113.19,1707128.38,562984.81
3834,81.73,56.67,313352.82,217272.78,96080.04
8487,437.2,263.33,3710516.4,2234881.71,1475634.69
6577,47.45,31.79,312078.65,209082.83,102995.82
4361,81.73,56.67,356424.53,247137.87,109286.66
124,651.21,524.96,80750.04,65095.04,15655
9183,205.7,117.11,1888943.1,1075421.13,813521.97
8888,109.28,35.84,971280.64,318545.92,652734.72
3618,109.28,35.84,395375.04,129669.12,265705.92
9784,9.33,6.92,91284.72,67705.28,23579.44
830,651.21,524.96,540504.3,435716.8,104787.5
2227,437.2,263.33,973644.4,586435.91,387208.49
6481,81.73,56.67,529692.13,367278.27,162413.86
8129,154.06,90.93,1252353.74,739169.97,513183.77
8738,651.21,524.96,5690272.98,4587100.48,1103172.5
1906,421.89,364.69,804122.34,695099.14,109023.2
8263,437.2,263.33,3612583.6,2175895.79,1436687.81
471,47.45,31.79,22348.95,14973.09,7375.86
8221,651.21,524.96,5353597.41,4315696.16,1037901.25
3238,152.58,97.44,494054.04,315510.72,178543.32
4276,109.28,35.84,467281.28,153251.84,314029.44
2121,437.2,263.33,927301.2,558522.93,368778.27
4592,651.21,524.96,2990356.32,2410616.32,579740
1535,421.89,364.69,647601.15,559799.15,87802
9832,81.73,56.67,803569.36,557179.44,246389.92
8394,154.06,90.93,1293179.64,763266.42,529913.22
3162,152.58,97.44,482457.96,308105.28,174352.68
2110,109.28,35.84,230580.8,75622.4,154958.4
244,152.58,97.44,37229.52,23775.36,13454.16
4600,668.27,502.54,3074042,2311684,762358
9244,152.58,97.44,1410449.52,900735.36,509714.16
276,668.27,502.54,184442.52,138701.04,45741.48
825,109.28,35.84,90156,29568,60588
6053,9.33,6.92,56474.49,41886.76,14587.73
8151,421.89,364.69,3438825.39,2972588.19,466237.2
1344,81.73,56.67,109845.12,76164.48,33680.64
6887,81.73,56.67,562874.51,390286.29,172588.22
8064,421.89,364.69,3402120.96,2940860.16,461260.8
5195,9.33,6.92,48469.35,35949.4,12519.95
628,668.27,502.54,419673.56,315595.12,104078.44
3742,81.73,56.67,305833.66,212059.14,93774.52
5948,421.89,364.69,2509401.72,2169176.12,340225.6
5689,9.33,6.92,53078.37,39367.88,13710.49
3439,437.2,263.33,1503530.8,905591.87,597938.93
6703,152.58,97.44,1022743.74,653140.32,369603.42
5016,421.89,364.69,2116200.24,1829285.04,286915.2
4945,81.73,56.67,404154.85,280233.15,123921.7
5091,9.33,6.92,47499.03,35229.72,12269.31
1082,81.73,56.67,88431.86,61316.94,27114.92
580,109.28,35.84,63382.4,20787.2,42595.2
8276,668.27,502.54,5530602.52,4159021.04,1371581.48
896,437.2,263.33,391731.2,235943.68,155787.52
2192,437.2,263.33,958342.4,577219.36,381123.04
7953,651.21,524.96,5179073.13,4175006.88,1004066.25
994,421.89,364.69,419358.66,362501.86,56856.8
6166,205.7,117.11,1268346.2,722100.26,546245.94
5346,109.28,35.84,584210.88,191600.64,392610.24
2448,109.28,35.84,267517.44,87736.32,179781.12
8412,421.89,364.69,3548938.68,3067772.28,481166.4
6213,154.06,90.93,957174.78,564948.09,392226.69
5856,421.89,364.69,2470587.84,2135624.64,334963.2
9377,47.45,31.79,444938.65,298094.83,146843.82
5842,152.58,97.44,891372.36,569244.48,322127.88
6351,205.7,117.11,1306400.7,743765.61,562635.09
9034,668.27,502.54,6037151.18,4539946.36,1497204.82
4052,9.33,6.92,37805.16,28039.84,9765.32
8597,668.27,502.54,5745117.19,4320336.38,1424780.81
1892,421.89,364.69,798215.88,689993.48,108222.4
194,651.21,524.96,126334.74,101842.24,24492.5
1787,152.58,97.44,272660.46,174125.28,98535.18
1989,9.33,6.92,18557.37,13763.88,4793.49
8149,47.45,31.79,386670.05,259056.71,127613.34
4646,205.7,117.11,955682.2,544093.06,411589.14
7893,255.28,159.42,2014925.04,1258302.06,756622.98
1330,152.58,97.44,202931.4,129595.2,73336.2
433,651.21,524.96,281973.93,227307.68,54666.25
7705,152.58,97.44,1175628.9,750775.2,424853.7
7683,47.45,31.79,364558.35,244242.57,120315.78
1934,421.89,364.69,815935.26,705310.46,110624.8
4057,9.33,6.92,37851.81,28074.44,9777.37
4682,47.45,31.79,222160.9,148840.78,73320.12
6470,152.58,97.44,987192.6,630436.8,356755.8
9113,668.27,502.54,6089944.51,4579647.02,1510297.49
4334,109.28,35.84,473619.52,155330.56,318288.96
890,651.21,524.96,579576.9,467214.4,112362.5
9566,47.45,31.79,453906.7,304103.14,149803.56
8178,651.21,524.96,5325595.38,4293122.88,1032472.5
6577,255.28,159.42,1678976.56,1048505.34,630471.22
1642,668.27,502.54,1097299.34,825170.68,272128.66
2283,651.21,524.96,1486712.43,1198483.68,288228.75
4444,255.28,159.42,1134464.32,708462.48,426001.84
6098,9.33,6.92,56894.34,42198.16,14696.18
2249,47.45,31.79,106715.05,71495.71,35219.34
9935,421.89,364.69,4191477.15,3623195.15,568282
3221,668.27,502.54,2152497.67,1618681.34,533816.33
8208,109.28,35.84,896970.24,294174.72,602795.52
8025,154.06,90.93,1236331.5,729713.25,506618.25
7833,421.89,364.69,3304664.37,2856616.77,448047.6
9824,81.73,56.67,802915.52,556726.08,246189.44
8222,109.28,35.84,898500.16,294676.48,603823.68
4282,205.7,117.11,880807.4,501465.02,379342.38
1290,421.89,364.69,544238.1,470450.1,73788
9563,205.7,117.11,1967109.1,1119922.93,847186.17
1451,651.21,524.96,944905.71,761716.96,183188.75
6332,421.89,364.69,2671407.48,2309217.08,362190.4
5619,152.58,97.44,857347.02,547515.36,309831.66
7753,437.2,263.33,3389611.6,2041597.49,1348014.11
3208,255.28,159.42,818938.24,511419.36,307518.88
9489,668.27,502.54,6341214.03,4768602.06,1572611.97
6132,668.27,502.54,4097831.64,3081575.28,1016256.36
9704,9.33,6.92,90538.32,67151.68,23386.64
8805,81.73,56.67,719632.65,498979.35,220653.3
9063,47.45,31.79,430039.35,288112.77,141926.58
8141,9.33,6.92,75955.53,56335.72,19619.81
730,421.89,364.69,307979.7,266223.7,41756
3555,81.73,56.67,290550.15,201461.85,89088.3
369,421.89,364.69,155677.41,134570.61,21106.8
6960,109.28,35.84,760588.8,249446.4,511142.4
6144,205.7,117.11,1263820.8,719523.84,544296.96
2770,437.2,263.33,1211044,729424.1,481619.9
8718,421.89,364.69,3678037.02,3179367.42,498669.6
7900,154.06,90.93,1217074,718347,498727
1257,154.06,90.93,193653.42,114299.01,79354.41
1763,421.89,364.69,743792.07,642948.47,100843.6
9423,437.2,263.33,4119735.6,2481358.59,1638377.01
6274,651.21,524.96,4085691.54,3293599.04,792092.5
1382,154.06,90.93,212910.92,125665.26,87245.66
5846,109.28,35.84,638850.88,209520.64,429330.24
7797,152.58,97.44,1189666.26,759739.68,429926.58
7395,255.28,159.42,1887795.6,1178910.9,708884.7
1832,154.06,90.93,282237.92,166583.76,115654.16
333,154.06,90.93,51301.98,30279.69,21022.29
9151,81.73,56.67,747911.23,518587.17,229324.06
6574,421.89,364.69,2773504.86,2397472.06,376032.8
7919,668.27,502.54,5292030.13,3979614.26,1312415.87
534,9.33,6.92,4982.22,3695.28,1286.94
8799,668.27,502.54,5880107.73,4421849.46,1458258.27
9126,255.28,159.42,2329685.28,1454866.92,874818.36
4956,651.21,524.96,3227396.76,2601701.76,625695
1764,152.58,97.44,269151.12,171884.16,97266.96
2053,154.06,90.93,316285.18,186679.29,129605.89
361,668.27,502.54,241245.47,181416.94,59828.53
8255,152.58,97.44,1259547.9,804367.2,455180.7
9333,9.33,6.92,87076.89,64584.36,22492.53
4226,152.58,97.44,644803.08,411781.44,233021.64
5594,47.45,31.79,265435.3,177833.26,87602.04
3129,437.2,263.33,1367998.8,823959.57,544039.23
8556,152.58,97.44,1305474.48,833696.64,471777.84
629,154.06,90.93,96903.74,57194.97,39708.77
135,152.58,97.44,20598.3,13154.4,7443.9
4890,81.73,56.67,399659.7,277116.3,122543.4
4744,668.27,502.54,3170272.88,2384049.76,786223.12
6576,205.7,117.11,1352683.2,770115.36,582567.84
9297,668.27,502.54,6212906.19,4672114.38,1540791.81
8851,651.21,524.96,5763859.71,4646420.96,1117438.75
3210,255.28,159.42,819448.8,511738.2,307710.6
7379,9.33,6.92,68846.07,51062.68,17783.39
8394,81.73,56.67,686041.62,475687.98,210353.64
324,109.28,35.84,35406.72,11612.16,23794.56
9266,205.7,117.11,1906016.2,1085141.26,820874.94
8350,205.7,117.11,1717595,977868.5,739726.5
2738,47.45,31.79,129918.1,87041.02,42877.08
4621,47.45,31.79,219266.45,146901.59,72364.86
8225,437.2,263.33,3595970,2165889.25,1430080.75
4802,109.28,35.84,524762.56,172103.68,352658.88
7640,109.28,35.84,834899.2,273817.6,561081.6
7056,255.28,159.42,1801255.68,1124867.52,676388.16
5399,154.06,90.93,831769.94,490931.07,340838.87
2048,81.73,56.67,167383.04,116060.16,51322.88
8414,651.21,524.96,5479280.94,4417013.44,1062267.5
2941,154.06,90.93,453090.46,267425.13,185665.33
6101,255.28,159.42,1557463.28,972621.42,584841.86
5399,109.28,35.84,590002.72,193500.16,396502.56
373,255.28,159.42,95219.44,59463.66,35755.78
7588,437.2,263.33,3317473.6,1998148.04,1319325.56
5643,9.33,6.92,52649.19,39049.56,13599.63
170,421.89,364.69,71721.3,61997.3,9724
8827,47.45,31.79,418841.15,280610.33,138230.82
6309,81.73,56.67,515634.57,357531.03,158103.54
9339,9.33,6.92,87132.87,64625.88,22506.99
1671,47.45,31.79,79288.95,53121.09,26167.86
9091,9.33,6.92,84819.03,62909.72,21909.31
4418,47.45,31.79,209634.1,140448.22,69185.88
2499,651.21,524.96,1627373.79,1311875.04,315498.75
5215,651.21,524.96,3396060.15,2737666.4,658393.75
6477,437.2,263.33,2831744.4,1705588.41,1126155.99
7226,9.33,6.92,67418.58,50003.92,17414.66
438,152.58,97.44,66830.04,42678.72,24151.32
6115,205.7,117.11,1257855.5,716127.65,541727.85
6296,205.7,117.11,1295087.2,737324.56,557762.64
47,255.28,159.42,11998.16,7492.74,4505.42
8466,668.27,502.54,5657573.82,4254503.64,1403070.18
9684,205.7,117.11,1991998.8,1134093.24,857905.56
3862,255.28,159.42,985891.36,615680.04,370211.32
8192,9.33,6.92,76431.36,56688.64,19742.72
1898,9.33,6.92,17708.34,13134.16,4574.18
1234,152.58,97.44,188283.72,120240.96,68042.76
4487,154.06,90.93,691267.22,408002.91,283264.31
6975,437.2,263.33,3049470,1836726.75,1212743.25
6045,109.28,35.84,660597.6,216652.8,443944.8
6078,651.21,524.96,3958054.38,3190706.88,767347.5
3484,205.7,117.11,716658.8,408011.24,308647.56
1707,437.2,263.33,746300.4,449504.31,296796.09
6220,651.21,524.96,4050526.2,3265251.2,785275
9527,255.28,159.42,2432052.56,1518794.34,913258.22
6165,668.27,502.54,4119884.55,3098159.1,1021725.45
7701,9.33,6.92,71850.33,53290.92,18559.41
7735,651.21,524.96,5037109.35,4060565.6,976543.75
6895,47.45,31.79,327167.75,219192.05,107975.7
7842,437.2,263.33,3428522.4,2065033.86,1363488.54
270,152.58,97.44,41196.6,26308.8,14887.8
5902,205.7,117.11,1214041.4,691183.22,522858.18
3493,651.21,524.96,2274676.53,1833685.28,440991.25
3829,47.45,31.79,181686.05,121723.91,59962.14
4727,255.28,159.42,1206708.56,753578.34,453130.22
6036,421.89,364.69,2546528.04,2201268.84,345259.2
4635,81.73,56.67,378818.55,262665.45,116153.1
9437,205.7,117.11,1941190.9,1105167.07,836023.83
6383,255.28,159.42,1629452.24,1017577.86,611874.38
3447,47.45,31.79,163560.15,109580.13,53980.02
5633,668.27,502.54,3764364.91,2830807.82,933557.09
9979,152.58,97.44,1522595.82,972353.76,550242.06
551,255.28,159.42,140659.28,87840.42,52818.86
3448,81.73,56.67,281805.04,195398.16,86406.88
1800,255.28,159.42,459504,286956,172548
768,421.89,364.69,324011.52,280081.92,43929.6
2544,154.06,90.93,391928.64,231325.92,160602.72
1352,668.27,502.54,903501.04,679434.08,224066.96
8448,668.27,502.54,5645544.96,4245457.92,1400087.04
7116,437.2,263.33,3111115.2,1873856.28,1237258.92
7674,437.2,263.33,3355072.8,2020794.42,1334278.38
2472,421.89,364.69,1042912.08,901513.68,141398.4
888,47.45,31.79,42135.6,28229.52,13906.08
4335,205.7,117.11,891709.5,507671.85,384037.65
1254,109.28,35.84,137037.12,44943.36,92093.76
2119,437.2,263.33,926426.8,557996.27,368430.53
4435,205.7,117.11,912279.5,519382.85,392896.65
7739,81.73,56.67,632508.47,438569.13,193939.34
8596,9.33,6.92,80200.68,59484.32,20716.36
5607,255.28,159.42,1431354.96,893867.94,537487.02
4401,9.33,6.92,41061.33,30454.92,10606.41
2639,152.58,97.44,402658.62,257144.16,145514.46
5013,152.58,97.44,764883.54,488466.72,276416.82
8248,437.2,263.33,3606025.6,2171945.84,1434079.76
6097,668.27,502.54,4074442.19,3063986.38,1010455.81
4348,47.45,31.79,206312.6,138222.92,68089.68
5817,152.58,97.44,887557.86,566808.48,320749.38
5353,152.58,97.44,816760.74,521596.32,295164.42
4837,421.89,364.69,2040681.93,1764005.53,276676.4
8179,9.33,6.92,76310.07,56598.68,19711.39
6321,651.21,524.96,4116298.41,3318272.16,798026.25
2237,154.06,90.93,344632.22,203410.41,141221.81
5933,205.7,117.11,1220418.1,694813.63,525604.47
9443,47.45,31.79,448070.35,300192.97,147877.38
1837,152.58,97.44,280289.46,178997.28,101292.18
4211,109.28,35.84,460178.08,150922.24,309255.84
4697,668.27,502.54,3138864.19,2360430.38,778433.81
3455,437.2,263.33,1510526,909805.15,600720.85
7677,9.33,6.92,71626.41,53124.84,18501.57
6588,651.21,524.96,4290171.48,3458436.48,831735
6442,154.06,90.93,992454.52,585771.06,406683.46
5525,154.06,90.93,851181.5,502388.25,348793.25
9155,255.28,159.42,2337088.4,1459490.1,877598.3
4680,421.89,364.69,1974445.2,1706749.2,267696
6481,154.06,90.93,998462.86,589317.33,409145.53
967,651.21,524.96,629720.07,507636.32,122083.75
1583,205.7,117.11,325623.1,185385.13,140237.97
3800,9.33,6.92,35454,26296,9158
125,47.45,31.79,5931.25,3973.75,1957.5
5093,152.58,97.44,777089.94,496261.92,280828.02
272,47.45,31.79,12906.4,8646.88,4259.52
9261,152.58,97.44,1413043.38,902391.84,510651.54
2688,9.33,6.92,25079.04,18600.96,6478.08
3216,668.27,502.54,2149156.32,1616168.64,532987.68
537,668.27,502.54,358860.99,269863.98,88997.01
6374,421.89,364.69,2689126.86,2324534.06,364592.8
9482,668.27,502.54,6336536.14,4765084.28,1571451.86
648,9.33,6.92,6045.84,4484.16,1561.68
7689,421.89,364.69,3243912.21,2804101.41,439810.8
453,421.89,364.69,191116.17,165204.57,25911.6
5820,9.33,6.92,54300.6,40274.4,14026.2
2701,668.27,502.54,1804997.27,1357360.54,447636.73
7040,109.28,35.84,769331.2,252313.6,517017.6
6809,255.28,159.42,1738201.52,1085490.78,652710.74
7013,154.06,90.93,1080422.78,637692.09,442730.69
4689,9.33,6.92,43748.37,32447.88,11300.49
3904,421.89,364.69,1647058.56,1423749.76,223308.8
756,9.33,6.92,7053.48,5231.52,1821.96
8375,205.7,117.11,1722737.5,980796.25,741941.25
1923,9.33,6.92,17941.59,13307.16,4634.43
3592,255.28,159.42,916965.76,572636.64,344329.12
7605,651.21,524.96,4952452.05,3992320.8,960131.25
5218,109.28,35.84,570223.04,187013.12,383209.92
9716,109.28,35.84,1061764.48,348221.44,713543.04
1417,421.89,364.69,597818.13,516765.73,81052.4
2670,152.58,97.44,407388.6,260164.8,147223.8
2854,651.21,524.96,1858553.34,1498235.84,360317.5
3381,255.28,159.42,863101.68,538999.02,324102.66
2692,9.33,6.92,25116.36,18628.64,6487.72
1263,81.73,56.67,103224.99,71574.21,31650.78
6596,421.89,364.69,2782786.44,2405495.24,377291.2
8230,154.06,90.93,1267913.8,748353.9,519559.9
2730,651.21,524.96,1777803.3,1433140.8,344662.5
8696,255.28,159.42,2219914.88,1386316.32,833598.56
1757,205.7,117.11,361414.9,205762.27,155652.63
9575,152.58,97.44,1460953.5,932988,527965.5
6842,9.33,6.92,63835.86,47346.64,16489.22
282,437.2,263.33,123290.4,74259.06,49031.34
3649,421.89,364.69,1539476.61,1330753.81,208722.8
2729,152.58,97.44,416390.82,265913.76,150477.06
341,255.28,159.42,87050.48,54362.22,32688.26
1333,651.21,524.96,868062.93,699771.68,168291.25
7584,152.58,97.44,1157166.72,738984.96,418181.76
3006,651.21,524.96,1957537.26,1578029.76,379507.5
8540,109.28,35.84,933251.2,306073.6,627177.6
7162,255.28,159.42,1828315.36,1141766.04,686549.32
8875,651.21,524.96,5779488.75,4659020,1120468.75
5716,47.45,31.79,271224.2,181711.64,89512.56
6752,47.45,31.79,320382.4,214646.08,105736.32
3081,255.28,159.42,786517.68,491173.02,295344.66
2834,154.06,90.93,436606.04,257695.62,178910.42
6172,81.73,56.67,504437.56,349767.24,154670.32
